id	hate_type	hate_severity	to_whom	model
661763	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
244928	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
607172	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
686017	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
385445	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561648	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
317534	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
520585	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
224763	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
349561	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555780	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
242998	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
669264	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
923339	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443548	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
880446	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
508557	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561105	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
431309	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
810674	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
57259	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
497925	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
679739	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
624662	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
328519	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
664378	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
665174	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
546153	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
121293	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
571921	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
334167	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
218853	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
246138	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644256	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36888	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
18826	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
857153	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
490618	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
45733	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
791441	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605376	Profane	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
27457	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
713384	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
278441	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47498	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
466551	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
100720	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
288796	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73582	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
897996	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
44623	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
421034	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
593154	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
880223	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
199612	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
565324	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
695258	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
135009	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
32048	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
554468	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
514675	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
899980	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
115144	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391495	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
288558	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
388586	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
359443	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416976	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
373910	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858336	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
740193	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
124930	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
52750	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
654765	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
134955	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697061	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
860159	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
53710	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
259678	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
255310	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
40470	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187174	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
630825	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544914	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
21444	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
838484	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
199294	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
655391	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
87400	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
50328	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
617659	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
817564	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
379195	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
796812	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
304493	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656423	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
264212	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
450090	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
690895	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
155604	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
483184	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
292951	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
406124	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
159296	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
784090	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
725313	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
652421	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
293711	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
658188	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
591969	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
763171	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
260841	Political Hate	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
694696	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
662641	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266736	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622529	Profane	Severe	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484827	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
535784	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
869846	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
295092	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632604	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399406	Religious Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
934088	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555931	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
226084	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
357793	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
935867	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
182205	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
846850	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
308113	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
479770	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697932	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
602955	Religious Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928047	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
749712	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
107458	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
445749	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416489	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157700	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
658692	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
285016	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
505818	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268310	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
821688	Religious Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
43155	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
381554	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
551261	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
92254	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929172	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321631	Religious Hate	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241714	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
191649	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
185931	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516536	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
181020	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
84676	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
811207	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
97120	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355533	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177425	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451946	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
649756	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
853418	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148395	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
610573	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
371823	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
483530	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
616797	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
8839	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891631	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
402644	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36167	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
774814	Religious Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
277421	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
479475	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
56465	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
673967	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
199471	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
375451	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
363766	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
244132	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828703	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95782	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
